"Date","Close"
1983-12-31,111.82
1984-01-31,111.900002
1984-02-29,127.699997
1984-03-31,127.959999
1984-04-30,116.629997
1984-05-31,112.139999
1984-06-30,102.080002
1984-07-31,81.839996
1984-08-31,93.510002
1984-09-30,97.599998
1984-10-31,90.360001
1984-11-30,87.239998
1984-12-31,76.059998
1985-01-31,83.669998
1985-02-28,78.199997
1985-03-31,93.389999
1985-04-30,86.489998
1985-05-31,85.639999
1985-06-30,83.580002
1985-07-31,92.75
1985-08-31,91.349998
1985-09-30,83.699997
1985-10-31,81.980003
1985-11-30,84.699997
1985-12-31,81.470001
1986-01-31,89.349998
1986-02-28,80.040001
1986-03-31,74.169998
1986-04-30,67.739998
1986-05-31,67.849998
1986-06-30,62.43
1986-07-31,64.410004
1986-08-31,72.650002
1986-09-30,77.540001
1986-10-31,78.339996
1986-11-30,79.529999
1986-12-31,76.260002
1987-01-31,85.910004
1987-02-28,93.470001
1987-03-31,114.07
1987-04-30,129.679993
1987-05-31,119.519997
1987-06-30,114.290001
1987-07-31,137.949997
1987-08-31,147.509995
1987-09-30,153.320007
1987-10-31,96.779999
1987-11-30,113.120003
1987-12-31,109.720001
1988-01-31,89.010002
1988-02-29,96.989998
1988-03-31,98.790001
1988-04-30,98.93
1988-05-31,102.400002
1988-06-30,103.239998
1988-07-31,103.440002
1988-08-31,94.040001
1988-09-30,91.550003
1988-10-31,91.519997
1988-11-30,92.669998
1988-12-31,87.010002
1989-01-31,90.32
1989-02-28,100.739998
1989-03-31,94.639999
1989-04-30,88.949997
1989-05-31,86.639999
1989-06-30,92.440002
1989-07-31,95.440002
1989-08-31,102.129997
1989-09-30,103.800003
1989-10-31,105.470001
1989-11-30,119.360001
1989-12-31,119.93
1990-01-31,130.279999
1990-02-28,120.720001
1990-03-31,112.709999
1990-04-30,99.470001
1990-05-31,107.370003
1990-06-30,101.449997
1990-07-31,108.949997
1990-08-31,108.050003
1990-09-30,108.339996
1990-10-31,89.779999
1990-11-30,85.239998
1990-12-31,97.040001
1991-01-31,80.309998
1991-02-28,86
1991-03-31,84.290001
1991-04-30,80.57
1991-05-31,82.32
1991-06-30,90.160004
1991-07-31,87.949997
1991-08-31,75.910004
1991-09-30,78.830002
1991-10-31,82.900002
1991-11-30,84.129997
1991-12-31,80.790001
1992-01-31,83.529999
1992-02-29,81.400002
1992-03-31,72.040001
1992-04-30,69.93
1992-05-31,75.019997
1992-06-30,78.519997
1992-07-31,82.629997
1992-08-31,78.870003
1992-09-30,80.449997
1992-10-31,75.610001
1992-11-30,65.809998
1992-12-31,71.300003
1993-01-31,71.529999
1993-02-28,75.980003
1993-03-31,86.82
1993-04-30,98.809998
1993-05-31,111.110001
1993-06-30,116.440002
1993-07-31,128.899994
1993-08-31,117.870003
1993-09-30,104.110001
1993-10-31,123.449997
1993-11-30,118.709999
1993-12-31,131.910004
1994-01-31,131.839996
1994-02-28,128.389999
1994-03-31,133.699997
1994-04-30,114.43
1994-05-31,120.32
1994-06-30,115.25
1994-07-31,111.75
1994-08-31,118.519997
1994-09-30,132.229996
1994-10-31,117.410004
1994-11-30,102.699997
1994-12-31,109.330002
1995-01-31,97.379997
1995-02-28,103.830002
1995-03-31,121.970001
1995-04-30,116.93
1995-05-31,120
1995-06-30,120.190002
1995-07-31,118.699997
1995-08-31,122.660004
1995-09-30,124.199997
1995-10-31,107.18
1995-11-30,121.110001
1995-12-31,120.419998
1996-01-31,141.050003
1996-02-29,144.059998
1996-03-31,143.830002
1996-04-30,143.419998
1996-05-31,148.889999
1996-06-30,123.760002
1996-07-31,124.349998
1996-08-31,124.550003
1996-09-30,115.18
1996-10-31,115.599998
1996-11-30,120.190002
1996-12-31,116.75
1997-01-31,110.199997
1997-02-28,122.459999
1997-03-31,104.120003
1997-04-30,93.860001
1997-05-31,104.309998
1997-06-30,95.599998
1997-07-31,97.919998
1997-08-31,98.870003
1997-09-30,109.5
1997-10-31,87.910004
1997-11-30,70.82
1997-12-31,74.190002
1998-01-31,74.970001
1998-02-28,75.449997
1998-03-31,81.669998
1998-04-30,87.93
1998-05-31,74.709999
1998-06-30,71.720001
1998-07-31,62.919998
1998-08-31,48.889999
1998-09-30,74.989998
1998-10-31,75.389999
1998-11-30,70.959999
1998-12-31,64.970001
1999-01-31,63.259998
1999-02-28,60.560001
1999-03-31,59.759998
1999-04-30,73.419998
1999-05-31,60.869999
1999-06-30,66.93
1999-07-31,62.869999
1999-08-31,67.339996
1999-09-30,80.260002
1999-10-31,69.550003
1999-11-30,67.040001
1999-12-31,67.970001
2000-01-31,59.98
2000-02-29,59.759998
2000-03-31,56.5
2000-04-30,54.75
2000-05-31,56.279999
2000-06-30,57.810001
2000-07-31,50.849998
2000-08-31,52.34
2000-09-30,49.919998
2000-10-31,43.869999
2000-11-30,47.080002
2000-12-31,51.41
2001-01-31,48.860001
2001-02-28,52.509998
2001-03-31,47.57
2001-04-30,55.130001
2001-05-31,57.130001
2001-06-30,53.25
2001-07-31,53.060001
2001-08-31,56.560001
2001-09-30,57.790001
2001-10-31,54.529999
2001-11-30,52.57
2001-12-31,54.43
2002-01-31,61.330002
2002-02-28,65.160004
2002-03-31,70.889999
2002-04-30,73.959999
2002-05-31,84.239998
2002-06-30,71.459999
2002-07-31,60.540001
2002-08-31,69.459999
2002-09-30,69.739998
2002-10-31,63.439999
2002-11-30,63.380001
2002-12-31,76.760002
2003-01-31,77
2003-02-28,71.989998
2003-03-31,66.919998
2003-04-30,65.300003
2003-05-31,73.459999
2003-06-30,78.650002
2003-07-31,81.120003
2003-08-31,91
2003-09-30,91.120003
2003-10-31,98.080002
2003-11-30,109.660004
2003-12-31,108.839996
2004-01-31,95.580002
2004-02-29,99.800003
2004-03-31,104.949997
2004-04-30,81.940002
2004-05-31,89.809998
2004-06-30,86.290001
2004-07-31,86.970001
2004-08-31,94.790001
2004-09-30,101.949997
2004-10-31,103.419998
2004-11-30,106.75
2004-12-31,99.349998
2005-01-31,91.400002
2005-02-28,98.970001
2005-03-31,93.730003
2005-04-30,83.510002
2005-05-31,86.269997
2005-06-30,93.010002
2005-07-31,90.760002
2005-08-31,95.769997
2005-09-30,112.919998
2005-10-31,107.839996
2005-11-30,114.610001
2005-12-31,128.029999
2006-01-31,154.190002
2006-02-28,133.350006
2006-03-31,141.619995
2006-04-30,158.110001
2006-05-31,142.600006
2006-06-30,143.570007
2006-07-31,141.850006
2006-08-31,146.720001
2006-09-30,128.419998
2006-10-31,137.309998
2006-11-30,149.279999
2006-12-31,142.25
2007-01-31,139.889999
2007-02-28,139.649994
2007-03-31,137.009995
2007-04-30,137.059998
2007-05-31,139.759995
2007-06-30,135.949997
2007-07-31,148.669998
2007-08-31,140.770004
2007-09-30,168.75
2007-10-31,188.100006
2007-11-30,171.070007
2007-12-31,173.320007
2008-01-31,186.289993
